,bed,discount_asked,end,host_name,messages,nightly_price,property_id,start,actions,id,prices,responses
0,1,0.9,2016-03-29,Bryan,"Hi Bryan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you.",82.0,1873304,2016-03-27,[],1873304,$119,"Hi Michele, 
 The apartment is available. and I would love to host you . However I will not be able to reduce the price at this time. 
 Bryan *************** Hi Bryan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
1,4,0.6,2016-03-31,Xiaoyan,"Hi Xiaoyan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you.",65.0,6067536,2016-03-29,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815160361.0.0""><span data-reactid="".5.3.0:$815160361.0.0.0""><span data-reactid="".5.3.0:$815160361.0.0.0.$0"">Xiaoyan(\u6653\u71d5)</span><span data-reactid="".5.3.0:$815160361.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815160361.0.0.0.$1"">lo scorso Sabato alle 22:43</span></span></span>]",6067536,$145,"Hi, Michele

It is available to book but the price is already low for this studio in this area. *************** Hi Xiaoyan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
2,1,0.7,2016-03-30,Yahaira,"Hi Yahaira, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you.",37.0,8294259,2016-03-28,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815258295.0.0""><span data-reactid="".5.3.0:$815258295.0.0.0""><span data-reactid="".5.3.0:$815258295.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815258295.0.0.0.$0"">Ieri alle 00:38</span></span></span>]",8294259,$58,"Sorry Michele. Your dates are too close to a booking I currently have.  *************** Hi Yahaira, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
3,1,0.8,2016-03-30,Maria,"Hi Maria, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $75/night? I would be willing to make the booking immediately if the price is ok with you.",99.0,3604145,2016-03-28,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815238632.0.0""><span data-reactid="".5.3.0:$815238632.0.0.0""><span data-reactid="".5.3.0:$815238632.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815238632.0.0.0.$0"">Ieri alle 00:12</span></span></span>]",3604145,$132,"Hi Maria, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $75/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
4,1,0.8,2016-03-31,Marlon,"Hi Marlon, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you.",41.0,4927853,2016-03-29,[],4927853,$95,
5,2,0.7,2016-03-30,Pat And Shelly,"Hi Pat And Shelly, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $95/night? I would be willing to make the booking immediately if the price is ok with you.",137.0,4161013,2016-03-28,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815044161.0.0""><span data-reactid="".5.3.0:$815044161.0.0.0""><span data-reactid="".5.3.0:$815044161.0.0.0.$0"">Pat And Shelly</span><span data-reactid="".5.3.0:$815044161.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815044161.0.0.0.$1"">lo scorso Sabato alle 20:48</span></span></span>]",4161013,$149,"Hi Pat And Shelly, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $95/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
6,2,0.8,2016-03-31,Al,"Hi Al, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you.",91.0,7306633,2016-03-29,[],7306633,$104,"Hi Michele. Thanks for considering my home for your stay. Is this your first time using Airbnb because I don't see any reviews? Also, I take great pride in my home and my reviews have been outstanding so the cost will remain the same as advertised. *************** Hi Al, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
7,1,0.9,2016-03-31,Justyna,"Hi Justyna, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you.",69.0,6956146,2016-03-29,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$814947009.0.0""><span data-reactid="".5.3.0:$814947009.0.0.0""><span data-reactid="".5.3.0:$814947009.0.0.0.$0"">Justyna</span><span data-reactid="".5.3.0:$814947009.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$814947009.0.0.0.$1"">lo scorso Sabato alle 19:21</span></span></span>]",6956146,$75,"Hi Michele,  thank you for your inquiry.  I am keeping the price at the states rate for the two days.  I will preapprove you of that price works. *************** Hi Justyna, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
8,3,0.6,2016-03-31,James,"Hi James, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you.",108.0,7331070,2016-03-29,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$814975830.0.0""><span data-reactid="".5.3.0:$814975830.0.0.0""><span data-reactid="".5.3.0:$814975830.0.0.0.$0"">James</span><span data-reactid="".5.3.0:$814975830.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$814975830.0.0.0.$1"">lo scorso Sabato alle 19:46</span></span></span>]",7331070,$218,"Hi Michele, I am happy to see you interested in the house. As you can see I have someone coming angry going on the days you arrive and depart so as long as you are flexible on arrival and departure times it's fine.  Keep in mind I have to have  a cleaning service in between guests. In regards to the price,  that already is Air Bnb suggested competitive price.  I just checked the hotels in Bayside and there are none under  $116/night.  I don't think my partners are going to go for that price anyway. In any event I hope you decide to stay.  Have a good day. *************** Hi James, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
9,1,0.7,2016-03-29,Diana,"Hi Diana, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you.",88.0,8712309,2016-03-27,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815008663.0.0""><span data-reactid="".5.3.0:$815008663.0.0.0""><span data-reactid="".5.3.0:$815008663.0.0.0.$0"">Diana</span><span data-reactid="".5.3.0:$815008663.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$815008663.0.0.0.$1"">$78</span><span data-reactid="".5.3.0:$815008663.0.0.0.3"">/notte</span></span></span>]",8712309,$78,"talk to you soon! *************** hello Michele and thank you for thinking about staying with us :) i sent you a special offer let me know what you think about it *************** Hi Diana, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
