,bed,discount_asked,end,host_name,messages,nightly_price,property_id,start,actions,id,prices,responses
0,4,0.6,2016-04-05,Nathalie,"Hi Nathalie, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you.",138.0,8490,2016-04-02,[],8490,$180,"hey there, thank you for your interest. i cannot do $80 for four persons. i can go down to  $120/night. nyc taxes are applicable and due upon arrival. (5.875% +$6).

let me know if you have any questions


nathalie *************** Hi Nathalie, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
1,4,0.7,2016-04-05,Lester,"Hi Lester, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you.",83.3333333333,486915,2016-04-02,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815066007.0.0""><span data-reactid="".5.3.0:$815066007.0.0.0""><span data-reactid="".5.3.0:$815066007.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815066007.0.0.0.$0"">lo scorso Sabato alle 21:09</span></span></span>]",486915,$178,"Hi Lester, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
2,2,0.6,2016-03-30,Veronica,"Hi Veronica, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you.",74.0,4170460,2016-03-27,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815069463.0.0""><span data-reactid="".5.3.0:$815069463.0.0.0""><span data-reactid="".5.3.0:$815069463.0.0.0.$0"">Veronica</span><span data-reactid="".5.3.0:$815069463.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815069463.0.0.0.$1"">lo scorso Sabato alle 21:12</span></span></span>]",4170460,$80,"Hi michele, Yes the room is available, unfortunately that's my set price for the room. But if you are still interested it's available. *************** Hi Veronica, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
3,6,0.7,2016-03-31,Joseph,"Hi Joseph, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 5 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you.",54.0,4581255,2016-03-28,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815926765.0.0""><span data-reactid="".5.3.0:$815926765.0.0.0""><span data-reactid="".5.3.0:$815926765.0.0.0.$0"">Joseph</span><span data-reactid="".5.3.0:$815926765.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815926765.0.0.0.$1"">Ieri alle 16:31</span></span></span>]",4581255,$184,"Try to come between 11 and 2 or after 5 pm. Thank You *************** Michele, Would love to have you guys. Let me know what time and I will have pizza waiting. I am going to give you two rooms, One rooms with four beds and the other room with two. I am going to need help taking a bunk bed down and moving it to the other side of the room. Happy Easter. Pack light, I have soaps and shampoo and towels. I can't have 6 guys showing up with two big suitcases each.   *************** What time are you arriving ? Who are the othee guests ? What are you guys planning on doing.  *************** Hi Joseph, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 5 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
4,1,0.8,2016-04-04,BrooklynSleeps,"Hi BrooklynSleeps, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you.",69.0,4244242,2016-04-01,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815147324.0.0""><span data-reactid="".5.3.0:$815147324.0.0.0""><span data-reactid="".5.3.0:$815147324.0.0.0.$0"">BrooklynSleeps</span><span data-reactid="".5.3.0:$815147324.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815147324.0.0.0.$1"">lo scorso Sabato alle 22:29</span></span></span>]",4244242,$82,"Hi Michele,

Many thanks for your inquiry! We would be happy to host you and have pre-approved your booking. We are not offering any discounts and we totally understand if you want to shop around for a place in that price range.

All the best,
BrooklynSleeps *************** Hi BrooklynSleeps, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
5,2,0.6,2016-04-05,Gregory,"Hi Gregory, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you.",134.0,8118112,2016-04-02,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815068896.0.0""><span data-reactid="".5.3.0:$815068896.0.0.0""><span data-reactid="".5.3.0:$815068896.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815068896.0.0.0.$0"">lo scorso Sabato alle 21:12</span></span></span>]",8118112,$167,"Hi Gregory, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
6,1,0.8,2016-04-02,Marisa,"Hi Marisa, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-30 to 2016-04-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $85/night? I would be willing to make the booking immediately if the price is ok with you.",112.0,4566989,2016-03-30,[],4566989,$142,"Hi Marisa, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-30 to 2016-04-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $85/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
7,1,0.9,2016-03-31,Sherrel,"Hi Sherrel, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you.",63.0,9574455,2016-03-28,[],9574455,$73,"Decline *************** Hi Michele. The studio is unavailable now. Gl *************** Hi Sherrel, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
8,1,0.6,2016-04-03,Marcos,"Hi Marcos, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you.",69.0,5021777,2016-03-31,[],5021777,$85,"Hi Marcos, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
9,2,0.9,2016-04-05,Marta,"Hi Marta, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $115/night? I would be willing to make the booking immediately if the price is ok with you.",128.0,9088278,2016-04-02,[],9088278,$156,
